0 0
3.53911 0.05
5.00548 0.1
6.13032 0.15
7.07877 0.2
7.91436 0.25
8.66971 0.3
9.36436 0.35
10.011 0.4
10.6183 0.45
11.1927 0.5
11.7389 0.55
12.2609 0.6
12.7615 0.65
13.2433 0.7
13.7082 0.75
14.1582 0.8
14.6016 0.85
15.075 0.9
15.7001 0.95
