0 0
3.35586 0.05
3.676   0.06
4.74616 0.1
5.81305 0.15
6.71237 0.2
7.50471 0.25
8.22093 0.3
8.87964 0.35
9.4928 0.4
10.0686 0.45
10.6133 0.5
11.1312 0.55
11.6262 0.6
12.101 0.65
12.5577 0.7
12.9986 0.75
13.4258 0.8
13.8501 0.85
14.3087 0.9
14.9236 0.95

